1.LAYING 2.LAYING 3.LAYING 4.LAYING 5.LAYING 6.LAYING 7.LAYING 8.LAYING 9.LAYING 10.LAYING 11.LAYING 12.LAYING 13.LAYING 14.LAYING 15.LAYING 16.LAYING 17.LAYING 18.LAYING 19.LAYING 20.LAYING 21.LAYING 22.LAYING 23.LAYING 24.LAYING 25.LAYING 26.LAYING 27.LAYING 28.LAYING 29.LAYING 30.LAYING 1.SITTING 2.SITTING 3.SITTING 4.SITTING 5.SITTING 6.SITTING 7.SITTING 8.SITTING 9.SITTING 10.SITTING 11.SITTING 12.SITTING 13.SITTING 14.SITTING 15.SITTING 16.SITTING 17.SITTING 18.SITTING 19.SITTING 20.SITTING 21.SITTING 22.SITTING 23.SITTING 24.SITTING 25.SITTING 26.SITTING 27.SITTING 28.SITTING 29.SITTING 30.SITTING 1.STANDING 2.STANDING 3.STANDING 4.STANDING 5.STANDING 6.STANDING 7.STANDING 8.STANDING 9.STANDING 10.STANDING 11.STANDING 12.STANDING 13.STANDING 14.STANDING 15.STANDING 16.STANDING 17.STANDING 18.STANDING 19.STANDING 20.STANDING 21.STANDING 22.STANDING 23.STANDING 24.STANDING 25.STANDING 26.STANDING 27.STANDING 28.STANDING 29.STANDING 30.STANDING 1.WALKING 2.WALKING 3.WALKING 4.WALKING 5.WALKING 6.WALKING 7.WALKING 8.WALKING 9.WALKING 10.WALKING 11.WALKING 12.WALKING 13.WALKING 14.WALKING 15.WALKING 16.WALKING 17.WALKING 18.WALKING 19.WALKING 20.WALKING 21.WALKING 22.WALKING 23.WALKING 24.WALKING 25.WALKING 26.WALKING 27.WALKING 28.WALKING 29.WALKING 30.WALKING 1.WALKING_DOWNSTAIRS 2.WALKING_DOWNSTAIRS 3.WALKING_DOWNSTAIRS 4.WALKING_DOWNSTAIRS 5.WALKING_DOWNSTAIRS 6.WALKING_DOWNSTAIRS 7.WALKING_DOWNSTAIRS 8.WALKING_DOWNSTAIRS 9.WALKING_DOWNSTAIRS 10.WALKING_DOWNSTAIRS 11.WALKING_DOWNSTAIRS 12.WALKING_DOWNSTAIRS 13.WALKING_DOWNSTAIRS 14.WALKING_DOWNSTAIRS 15.WALKING_DOWNSTAIRS 16.WALKING_DOWNSTAIRS 17.WALKING_DOWNSTAIRS 18.WALKING_DOWNSTAIRS 19.WALKING_DOWNSTAIRS 20.WALKING_DOWNSTAIRS 21.WALKING_DOWNSTAIRS 22.WALKING_DOWNSTAIRS 23.WALKING_DOWNSTAIRS 24.WALKING_DOWNSTAIRS 25.WALKING_DOWNSTAIRS 26.WALKING_DOWNSTAIRS 27.WALKING_DOWNSTAIRS 28.WALKING_DOWNSTAIRS 29.WALKING_DOWNSTAIRS 30.WALKING_DOWNSTAIRS 1.WALKING_UPSTAIRS 2.WALKING_UPSTAIRS 3.WALKING_UPSTAIRS 4.WALKING_UPSTAIRS 5.WALKING_UPSTAIRS 6.WALKING_UPSTAIRS 7.WALKING_UPSTAIRS 8.WALKING_UPSTAIRS 9.WALKING_UPSTAIRS 10.WALKING_UPSTAIRS 11.WALKING_UPSTAIRS 12.WALKING_UPSTAIRS 13.WALKING_UPSTAIRS 14.WALKING_UPSTAIRS 15.WALKING_UPSTAIRS 16.WALKING_UPSTAIRS 17.WALKING_UPSTAIRS 18.WALKING_UPSTAIRS 19.WALKING_UPSTAIRS 20.WALKING_UPSTAIRS 21.WALKING_UPSTAIRS 22.WALKING_UPSTAIRS 23.WALKING_UPSTAIRS 24.WALKING_UPSTAIRS 25.WALKING_UPSTAIRS 26.WALKING_UPSTAIRS 27.WALKING_UPSTAIRS 28.WALKING_UPSTAIRS 29.WALKING_UPSTAIRS 30.WALKING_UPSTAIRS
fBodyAccJerk.std.Z -0.960587 -0.989345 -0.983712 -0.980261 -0.986136 -0.963568 -0.975073 -0.968699 -0.959715 -0.978582 -0.983303 -0.972714 -0.98367 -0.974914 -0.980745 -0.988349 -0.983854 -0.990745 -0.988559 -0.985708 -0.984925 -0.976833 -0.985502 -0.983186 -0.971885 -0.98937 -0.989901 -0.974531 -0.993108 -0.982282 -0.988339 -0.988571 -0.97716 -0.981699 -0.976022 -0.961637 -0.974699 -0.986185 -0.964941 -0.989111 -0.98435 -0.981409 -0.988612 -0.97818 -0.987694 -0.984362 -0.990818 -0.990142 -0.988152 -0.978459 -0.986846 -0.981272 -0.977936 -0.986008 -0.989156 -0.990693 -0.989283 -0.978328 -0.990446 -0.988971 -0.99235 -0.9846 -0.975596 -0.97623 -0.968072 -0.969896 -0.974534 -0.984466 -0.972589 -0.979429 -0.990378 -0.978793 -0.987872 -0.973594 -0.986654 -0.988658 -0.99145 -0.989276 -0.987525 -0.963973 -0.979723 -0.984305 -0.976241 -0.979937 -0.987898 -0.987428 -0.988208 -0.973572 -0.991316 -0.973954 -0.534713 -0.615898 -0.543529 -0.772359 -0.63343 -0.608624 -0.190752 -0.404483 -0.419104 -0.558513 -0.747565 -0.531486 -0.406173 -0.52889 -0.723051 -0.456636 -0.543873 -0.664327 -0.22783 -0.42769 -0.443563 -0.343196 -0.006236 -0.511116 -0.690413 -0.39653 -0.417958 -0.57458 -0.529035 -0.57541 -0.401721 -0.408227 -0.613525 -0.668867 -0.551178 -0.389057 -0.397775 -0.084667 -0.425377 -0.396148 -0.628903 -0.544461 -0.356579 -0.244857 -0.461599 -0.364027 -0.573044 -0.678751 -0.098393 -0.405295 -0.293238 -0.535894 -0.09852 -0.32857 -0.73499 -0.396702 -0.474755 -0.488488 -0.547321 -0.535515 -0.72604 -0.625091 -0.738706 -0.762772 -0.668826 -0.571674 -0.63192 -0.508248 -0.677831 -0.662894 -0.803845 -0.750115 -0.689236 -0.391078 -0.783005 -0.620124 -0.680326 -0.784728 -0.507716 -0.533202 -0.603127 -0.528568 -0.468956 -0.562727 -0.830527 -0.715727 -0.657139 -0.687908 -0.710117 -0.784754
fBodyAccJerk.meanFreq.X 0.132419 0.159808 0.175979 0.182436 0.239915 0.011473 0.020716 0.164984 -0.085031 0.048557 0.178105 0.083907 0.169896 -0.158599 0.114787 0.065597 0.188448 0.159761 0.135277 0.116642 0.088378 0.073403 0.206067 0.15236 -0.041611 0.13709 0.096126 0.104292 0.138616 0.041038 0.256611 0.305547 0.215732 0.21302 0.075736 0.09994 0.180133 0.227829 0.020398 0.193449 0.15332 0.13813 0.264214 0.003571 0.240023 0.203453 0.23201 0.234748 0.0917 0.136601 0.24435 0.214705 0.285644 0.187752 0.176656 0.176577 0.194319 0.147681 0.277955 0.136689 0.314183 0.331449 0.074956 0.272214 0.150463 0.186559 0.098775 0.267296 -0.023504 0.253301 0.312172 0.230673 0.237965 0.023759 0.267948 0.267452 0.257118 0.200296 0.199136 0.098241 0.156072 0.227103 0.20118 0.207088 0.186396 0.26766 0.296144 0.146891 0.303255 0.060834 -0.209262 -0.07271 -0.216043 -0.13528 -0.359373 -0.178295 -0.284587 -0.345898 -0.378291 -0.260131 -0.35342 -0.281107 -0.190906 -0.255901 -0.292088 -0.330912 -0.436808 -0.348774 -0.214787 -0.257051 -0.195103 -0.102095 -0.269876 -0.253177 -0.223501 -0.254936 -0.268722 -0.353218 -0.2013 -0.268878 -0.253164 -0.143898 -0.229599 -0.179115 -0.350912 -0.315758 -0.333627 -0.170998 -0.434022 -0.23678 -0.33885 -0.212788 -0.346609 -0.271012 -0.377131 -0.368978 -0.508557 -0.334194 -0.240576 -0.450949 -0.288857 -0.244503 -0.210127 -0.398145 -0.419733 -0.521288 -0.331352 -0.276942 -0.270161 -0.307117 -0.377023 -0.049114 -0.325151 -0.379654 -0.397836 -0.441959 -0.391183 -0.11599 -0.427211 -0.230338 -0.446992 -0.331248 -0.323344 -0.263935 -0.4395 -0.332238 -0.576044 -0.442089 -0.273943 -0.475002 -0.267817 0.046607 -0.278708 -0.392831 -0.410294 -0.222514 -0.361648 -0.232075 -0.379789 -0.443696
fBodyAccJerk.meanFreq.Y 0.024514 0.121206 -0.013177 0.098743 0.195677 -0.022203 -0.045134 0.006673 -0.227094 0.042594 0.00345 -0.017662 0.065654 -0.231153 0.014106 -0.01858 0.027931 0.055169 0.083823 0.02122 -0.025755 -0.121965 0.098275 0.075304 -0.279814 0.127044 0.062993 0.001086 0.134735 -0.141961 0.047544 0.026245 -0.095915 -0.07529 -0.131862 -0.150934 -0.081502 0.052716 -0.271901 -0.026186 -0.080506 -0.098733 -0.001933 -0.232144 -7e-06 -0.027203 0.088534 0.006872 -0.092576 -0.124408 -0.011846 -0.060539 -0.04386 -0.088446 -0.040813 0.046639 -0.010579 -0.211341 0.02774 -0.127784 0.039162 -0.056937 -0.258165 -0.126451 -0.143682 -0.251014 -0.18848 -0.05982 -0.098189 -0.187095 -0.030509 -0.174967 -0.047896 -0.212197 -0.173615 -0.011076 0.073999 -0.157432 -0.112514 -0.316121 -0.115773 -0.243211 -0.08783 -0.131948 -0.108166 -0.085459 -0.032923 -0.350628 -0.055874 -0.26598 -0.386237 -0.263574 -0.258668 -0.385881 -0.53405 -0.466306 -0.287014 -0.419278 -0.389047 -0.148446 -0.427889 -0.223461 -0.44712 -0.363464 -0.33056 -0.396512 -0.400493 -0.337293 -0.388096 -0.47508 -0.364919 -0.078788 -0.278844 -0.439634 -0.546139 -0.408095 -0.226366 -0.492411 -0.069904 -0.274839 -0.33759 -0.357515 -0.356023 -0.181293 -0.470995 -0.484344 -0.414196 -0.337651 -0.232043 -0.297763 -0.455973 -0.386696 -0.456641 -0.306939 -0.386323 -0.417064 -0.559086 -0.430209 -0.387548 -0.498527 -0.431507 -0.400892 -0.181909 -0.415305 -0.544902 -0.45668 -0.294652 -0.393681 -0.206526 -0.425052 -0.509496 -0.287689 -0.45379 -0.392702 -0.577009 -0.50117 -0.425314 -0.34403 -0.529276 -0.370855 -0.461641 -0.38025 -0.586022 -0.487348 -0.468497 -0.535799 -0.474056 -0.466043 -0.364348 -0.553407 -0.297831 -0.270498 -0.35732 -0.508877 -0.601971 -0.477677 -0.372672 -0.362751 -0.444249 -0.536744
fBodyAccJerk.meanFreq.Z 0.024388 0.190558 0.04482 0.077021 0.091694 0.078468 0.094561 0.120249 -0.094374 0.146113 0.030017 0.02395 0.058418 -0.088792 0.001034 0.065208 0.026575 0.166856 0.117029 0.028493 0.043929 0.041552 0.230108 0.086269 -0.109254 0.148821 0.148093 0.038219 0.165235 0.065054 0.092392 0.092903 -0.043747 0.012246 -0.064496 -0.091348 -0.085753 0.008838 -0.267666 0.117531 0.075598 -0.056831 0.092111 -0.149511 0.039756 0.011017 0.099508 0.043744 0.018538 -0.083123 0.025036 -0.035536 0.032313 -0.004462 0.058717 0.054878 0.034773 -0.089628 0.117192 -0.021487 0.138581 0.03965 -0.112368 0.071106 -0.033364 -0.071534 -0.08916 0.069283 -0.128068 0.005629 0.120741 0.011382 0.106886 -0.069083 0.065048 -0.005278 0.084723 0.00409 0.028631 -0.078293 -0.049405 -0.026615 -0.098828 0.081477 0.086808 0.049296 0.05548 -0.119606 0.148597 -0.060664 -0.18553 -0.254846 -0.346947 -0.325738 -0.344151 -0.104129 -0.244832 -0.247485 -0.36657 0.055799 -0.092392 -0.182008 -0.20451 -0.323114 -0.186832 -0.453929 -0.446732 -0.20633 -0.005404 -0.152723 -0.296175 -0.003916 -0.366738 -0.400928 -0.463292 -0.245889 -0.199017 -0.301044 0.006486 -0.20123 0.009372 -0.234704 -0.274422 -0.169702 -0.303523 -0.034825 -0.382024 -0.180391 -0.330318 0.018982 -0.244415 -0.098562 -0.304014 -0.2953 -0.117402 -0.376638 -0.452939 -0.313078 -0.116947 -0.480249 -0.304566 -0.198861 -0.179004 -0.297521 -0.423798 -0.345016 -0.203341 -0.073633 -0.135911 -0.168341 -0.551104 -0.374218 -0.442664 -0.319649 -0.339641 -0.401684 -0.627555 -0.368783 -0.547022 -0.328583 -0.482497 -0.323446 -0.504003 -0.521529 -0.313515 -0.51956 -0.552823 -0.512443 -0.187567 -0.448064 -0.395905 -0.161561 -0.443171 -0.42653 -0.612389 -0.378522 -0.454278 -0.307202 -0.514055 -0.626168
fBodyGyro.mean.X -0.850249 -0.986431 -0.970167 -0.967204 -0.975797 -0.93544 -0.953685 -0.957904 -0.930298 -0.953794 -0.976187 -0.956654 -0.969463 -0.949959 -0.955414 -0.975892 -0.971949 -0.992437 -0.974196 -0.982619 -0.97341 -0.953367 -0.979676 -0.976571 -0.890518 -0.988386 -0.987029 -0.946804 -0.993123 -0.971789 -0.976161 -0.982621 -0.957551 -0.96059 -0.957117 -0.939671 -0.943632 -0.9822 -0.950315 -0.986477 -0.985107 -0.968529 -0.983218 -0.978577 -0.986153 -0.978633 -0.988411 -0.989962 -0.981744 -0.969913 -0.984894 -0.977267 -0.97715 -0.985677 -0.988003 -0.990145 -0.987208 -0.973724 -0.988394 -0.987035 -0.986387 -0.967037 -0.901282 -0.905464 -0.909662 -0.931612 -0.938122 -0.969677 -0.916974 -0.924006 -0.978302 -0.890293 -0.957154 -0.957112 -0.95038 -0.973157 -0.980696 -0.964429 -0.947866 -0.881019 -0.95699 -0.917018 -0.94751 -0.95854 -0.968079 -0.969364 -0.97015 -0.880426 -0.974485 -0.915743 -0.339032 -0.429714 -0.437846 -0.373385 -0.372669 -0.239651 -0.318395 -0.102063 -0.383676 -0.277914 -0.514753 -0.401976 -0.192856 -0.508596 -0.253399 -0.595746 -0.407717 -0.609673 0.228142 -0.093625 -0.246657 -0.144649 -0.337619 -0.468295 -0.41191 -0.368113 -0.498018 -0.374681 -0.43149 -0.37444 -0.35245 -0.145776 -0.129067 -0.240299 -0.295345 0.063372 -0.339301 -0.13074 -0.325043 -0.21435 -0.318777 -0.178856 -0.319677 -0.295316 -0.22736 -0.420844 -0.316413 -0.489232 0.474962 -0.062957 -0.366749 -0.095435 -0.214731 -0.272469 -0.2178 -0.125918 -0.296629 -0.029997 -0.189418 -0.263062 -0.492612 -0.331644 -0.378217 -0.371069 -0.263615 -0.115065 -0.383889 -0.240261 -0.313942 -0.218525 -0.471783 -0.42636 -0.482113 -0.441048 -0.361097 -0.5324 -0.416223 -0.592324 -0.194486 -0.372684 -0.446974 -0.195457 -0.430239 -0.503189 -0.476145 -0.427687 -0.544369 -0.403636 -0.260519 -0.488039
fBodyGyro.mean.Y -0.952191 -0.983322 -0.9781 -0.972188 -0.97825 -0.941772 -0.95757 -0.957411 -0.93458 -0.95467 -0.98264 -0.952562 -0.96869 -0.938088 -0.964311 -0.976093 -0.973669 -0.985611 -0.972061 -0.97312 -0.964968 -0.964698 -0.968469 -0.966112 -0.94626 -0.983128 -0.986796 -0.965824 -0.993696 -0.96817 -0.975839 -0.982101 -0.956174 -0.967584 -0.95546 -0.943857 -0.956678 -0.97659 -0.939693 -0.986179 -0.982637 -0.963725 -0.982456 -0.969807 -0.979202 -0.966796 -0.988794 -0.988703 -0.968189 -0.964643 -0.979831 -0.959162 -0.95792 -0.9812 -0.983828 -0.981741 -0.984141 -0.963118 -0.990329 -0.982006 -0.988984 -0.972576 -0.937711 -0.955993 -0.939374 -0.943273 -0.957549 -0.972595 -0.954514 -0.960324 -0.994025 -0.948252 -0.972913 -0.950836 -0.975134 -0.983594 -0.987334 -0.983561 -0.975062 -0.910649 -0.960083 -0.970682 -0.952781 -0.970426 -0.9784 -0.983886 -0.983732 -0.948161 -0.991587 -0.945629 -0.103059 -0.554772 -0.561526 -0.68846 -0.513952 -0.341378 -0.151967 -0.25973 -0.436906 -0.345209 -0.593107 -0.467886 -0.256214 -0.215895 -0.535422 -0.619732 -0.490166 -0.570898 -0.097355 0.031015 -0.371744 -0.501177 0.195569 -0.479841 -0.67875 -0.561828 -0.534724 -0.504682 -0.362232 -0.175901 -0.055702 -0.361914 -0.542694 -0.717546 -0.382483 -0.130327 -0.214443 0.116091 -0.312512 -0.272496 -0.528255 -0.420631 -0.133829 0.013208 -0.402332 -0.479513 -0.451127 -0.641528 0.147083 -0.138098 -0.30888 -0.525007 0.328817 -0.433475 -0.632916 -0.443126 -0.402133 -0.2171 -0.463125 -0.348065 -0.319475 -0.488086 -0.637294 -0.68431 -0.516609 -0.329654 -0.56792 -0.113162 -0.499159 -0.235859 -0.581167 -0.604711 -0.492176 0.118688 -0.517025 -0.642018 -0.521435 -0.649817 -0.225422 -0.162341 -0.446692 -0.523944 -0.290447 -0.546621 -0.61858 -0.617113 -0.594093 -0.522067 -0.394045 -0.366058
fBodyGyro.mean.Z -0.909303 -0.962672 -0.962342 -0.961479 -0.963203 -0.932637 -0.956905 -0.967461 -0.959815 -0.969756 -0.961434 -0.945673 -0.969127 -0.949107 -0.95819 -0.985958 -0.976165 -0.984999 -0.973932 -0.972279 -0.980811 -0.94257 -0.984239 -0.981093 -0.924537 -0.970171 -0.979202 -0.961165 -0.976184 -0.967577 -0.951316 -0.959815 -0.934968 -0.933777 -0.938003 -0.934765 -0.94742 -0.961799 -0.940312 -0.965395 -0.954454 -0.955718 -0.968384 -0.957021 -0.966732 -0.960058 -0.981617 -0.983027 -0.968236 -0.950963 -0.97684 -0.948367 -0.965429 -0.974687 -0.975806 -0.970424 -0.976848 -0.95418 -0.973934 -0.961177 -0.980773 -0.960628 -0.916173 -0.915281 -0.907191 -0.94324 -0.957165 -0.975512 -0.94151 -0.950916 -0.980763 -0.952602 -0.974394 -0.951 -0.968265 -0.983639 -0.985955 -0.974294 -0.965101 -0.91141 -0.959433 -0.962328 -0.96794 -0.970133 -0.970457 -0.974459 -0.980862 -0.926655 -0.983655 -0.937798 -0.255941 -0.39666 -0.418126 -0.601381 -0.213127 -0.203575 -0.366734 -0.132902 -0.240223 -0.10853 -0.398293 -0.317282 -0.276608 -0.212926 -0.461464 -0.432885 -0.398809 -0.538152 -0.010505 -0.108892 -0.283262 -0.083501 -0.19497 -0.391448 -0.561323 -0.318517 -0.318182 -0.255029 -0.397277 -0.24735 -0.031869 -0.087494 -0.302866 -0.318306 -0.034175 0.152845 -0.2996 0.02775 -0.250687 0.039137 -0.273459 -0.212767 -0.212907 0.492414 -0.183195 -0.375001 -0.40338 -0.447031 0.210673 0.257038 -0.238222 -0.194916 -0.141267 -0.396287 -0.410311 -0.221389 -0.144905 -0.184392 -0.199226 -0.263721 -0.453597 -0.248601 -0.431503 -0.350766 -0.139801 -0.046414 -0.40815 0.165974 -0.327699 -0.262763 -0.674672 -0.406081 -0.255339 0.196703 -0.485702 -0.492427 -0.324274 -0.504364 -0.066129 0.115077 -0.155762 -0.199313 -0.163001 -0.372183 -0.57517 -0.342704 -0.400528 -0.318211 -0.3417 -0.318937
fBodyGyro.std.X -0.882296 -0.988861 -0.975986 -0.975095 -0.980706 -0.962165 -0.962348 -0.967846 -0.946389 -0.964545 -0.982425 -0.969255 -0.973447 -0.95974 -0.958224 -0.97751 -0.977203 -0.993019 -0.983945 -0.985155 -0.976227 -0.958031 -0.982665 -0.984713 -0.891308 -0.99097 -0.989382 -0.958092 -0.994652 -0.974488 -0.977904 -0.986809 -0.968013 -0.973333 -0.96939 -0.963407 -0.942726 -0.985339 -0.961836 -0.989712 -0.98919 -0.97634 -0.986715 -0.981573 -0.988882 -0.982058 -0.990041 -0.992575 -0.985576 -0.978434 -0.989559 -0.982373 -0.981523 -0.988892 -0.99055 -0.991318 -0.988985 -0.981615 -0.990728 -0.988485 -0.987497 -0.974988 -0.901986 -0.912465 -0.912781 -0.952817 -0.947892 -0.974201 -0.924739 -0.932274 -0.981009 -0.884385 -0.955818 -0.962741 -0.948275 -0.973927 -0.981791 -0.962273 -0.946607 -0.890526 -0.96453 -0.919852 -0.941699 -0.961886 -0.972664 -0.975322 -0.970222 -0.886707 -0.979163 -0.911718 -0.516692 -0.604053 -0.615121 -0.542647 -0.529393 -0.515324 -0.563615 -0.234252 -0.507405 -0.458293 -0.62315 -0.593143 -0.435715 -0.630082 -0.357633 -0.673741 -0.504849 -0.734901 -0.108389 -0.279932 -0.491859 -0.374496 -0.545052 -0.616916 -0.406678 -0.533 -0.642349 -0.54548 -0.654314 -0.399032 -0.495422 -0.379437 -0.30863 -0.414919 -0.514941 -0.286725 -0.432731 -0.302735 -0.423559 -0.339514 -0.397723 -0.422363 -0.45219 -0.378883 -0.35163 -0.470373 -0.393195 -0.513947 0.196613 -0.253366 -0.46979 -0.284532 -0.482598 -0.484895 -0.316252 -0.3982 -0.390968 -0.345453 -0.319123 -0.278387 -0.565892 -0.476359 -0.484821 -0.483549 -0.501686 -0.390248 -0.368637 -0.409956 -0.361626 -0.341302 -0.517812 -0.560463 -0.562911 -0.464743 -0.437225 -0.509896 -0.524468 -0.600711 -0.477515 -0.532022 -0.560968 -0.33814 -0.590431 -0.602945 -0.50012 -0.590812 -0.574254 -0.556383 -0.350338 -0.503484
fBodyGyro.std.Y -0.951232 -0.981911 -0.977032 -0.956183 -0.977258 -0.945365 -0.939728 -0.950316 -0.923132 -0.953453 -0.982661 -0.955344 -0.959944 -0.929955 -0.959992 -0.968135 -0.970628 -0.983458 -0.959831 -0.973093 -0.9466 -0.960711 -0.954997 -0.957793 -0.932293 -0.977492 -0.983052 -0.957553 -0.992241 -0.965134 -0.962345 -0.977356 -0.93961 -0.95412 -0.947571 -0.944901 -0.938245 -0.968924 -0.910583 -0.98358 -0.982138 -0.959041 -0.978271 -0.958227 -0.973456 -0.954344 -0.984813 -0.98571 -0.955599 -0.958016 -0.974723 -0.946108 -0.943733 -0.976252 -0.979829 -0.969488 -0.981038 -0.953207 -0.98726 -0.973805 -0.987108 -0.971036 -0.923126 -0.945826 -0.931858 -0.942539 -0.945818 -0.968055 -0.941951 -0.9584 -0.994353 -0.93853 -0.971425 -0.944307 -0.969443 -0.978402 -0.983947 -0.978802 -0.966967 -0.901237 -0.954081 -0.962173 -0.945871 -0.965798 -0.975961 -0.981741 -0.981858 -0.936102 -0.989644 -0.93947 -0.033508 -0.533047 -0.568889 -0.654658 -0.502683 -0.332009 -0.290859 -0.190806 -0.49099 -0.204393 -0.453663 -0.443798 -0.318619 0.083295 -0.365361 -0.611941 -0.439239 -0.460891 -0.13301 0.107705 -0.419401 -0.481624 0.286582 -0.495896 -0.567201 -0.58794 -0.530944 -0.497471 -0.094136 0.095546 -0.181415 -0.458733 -0.553095 -0.691518 -0.431553 -0.235471 -0.351718 -0.046136 -0.364283 -0.343237 -0.481127 -0.518923 -0.24966 0.074139 -0.360973 -0.565214 -0.46939 -0.607758 -0.02849 -0.159961 -0.388419 -0.57034 0.126052 -0.523413 -0.470641 -0.497506 -0.543033 -0.293108 -0.354873 -0.255732 0.151539 -0.459758 -0.556046 -0.489824 -0.403486 -0.313619 -0.579965 -0.04788 -0.352033 0.171736 -0.153788 -0.483918 -0.364283 0.646234 -0.243612 -0.559601 -0.481154 -0.44343 -0.149925 -0.079047 -0.4783 -0.473882 -0.30162 -0.586178 -0.349363 -0.598237 -0.587869 -0.459989 0.234347 0.044955
fBodyGyro.std.Z -0.916583 -0.963174 -0.967257 -0.965807 -0.963306 -0.947137 -0.958876 -0.970672 -0.965686 -0.975299 -0.963184 -0.956424 -0.969797 -0.95779 -0.960016 -0.985731 -0.978357 -0.986483 -0.975418 -0.974995 -0.983271 -0.936966 -0.985318 -0.983603 -0.915468 -0.971789 -0.980096 -0.966312 -0.976859 -0.972199 -0.943918 -0.963523 -0.930633 -0.932868 -0.947346 -0.947327 -0.939826 -0.962632 -0.934187 -0.962419 -0.956803 -0.95477 -0.969452 -0.956029 -0.966229 -0.96427 -0.98097 -0.982797 -0.967869 -0.949177 -0.979131 -0.951046 -0.961914 -0.972852 -0.974173 -0.968267 -0.977596 -0.961561 -0.972913 -0.957309 -0.982345 -0.969754 -0.919744 -0.916652 -0.916789 -0.954456 -0.954339 -0.975976 -0.944943 -0.958901 -0.982309 -0.954336 -0.975533 -0.950163 -0.971282 -0.983527 -0.986725 -0.974823 -0.963213 -0.914872 -0.963125 -0.963653 -0.96425 -0.972689 -0.974982 -0.977351 -0.983105 -0.932039 -0.984714 -0.935177 -0.436562 -0.559857 -0.545896 -0.716458 -0.420367 -0.512209 -0.46327 -0.142974 -0.342367 -0.273293 -0.498555 -0.422257 -0.455334 -0.180233 -0.543998 -0.40322 -0.438769 -0.54841 -0.220271 -0.264957 -0.385505 -0.253174 -0.287821 -0.453338 -0.603544 -0.426232 -0.297848 -0.308243 -0.494117 -0.237941 -0.238444 -0.422988 -0.548164 -0.621658 -0.374705 -0.275667 -0.49512 -0.268253 -0.356561 -0.150392 -0.39722 -0.448513 -0.427008 0.182795 -0.343673 -0.521101 -0.54095 -0.543996 -0.215892 0.018305 -0.450772 -0.377319 -0.305897 -0.573282 -0.506738 -0.434482 -0.367816 -0.416506 -0.416166 -0.371541 -0.571708 -0.218072 -0.561098 -0.424534 -0.380378 -0.309998 -0.393063 0.263203 -0.165555 -0.403822 -0.729929 -0.396096 -0.272525 0.522454 -0.523744 -0.387309 -0.277891 -0.466022 -0.207498 0.095477 0.013092 -0.222432 -0.082252 -0.311996 -0.601113 -0.362052 -0.183509 -0.226243 -0.444153 -0.253427
fBodyGyro.meanFreq.X -0.003547 0.102611 -0.082217 -0.066092 -0.022724 0.102549 -0.139745 -0.105591 -0.230699 0.070758 0.006108 0.01057 -0.101927 -0.236882 -0.154987 -0.125552 0.006568 0.055156 0.249209 -0.043008 -0.105481 -0.116959 0.131455 0.213437 -0.205004 0.15305 0.09111 -0.258861 0.23595 -0.066179 0.189153 0.130523 0.052084 0.109093 0.125891 0.13941 -0.07163 0.116742 -0.128144 0.214105 0.115679 -0.062509 0.100551 -0.107487 0.105476 0.138693 0.167685 0.113675 -0.019287 -0.032702 0.089046 -0.039258 0.07044 0.041033 0.136192 0.106739 0.028064 0.017742 0.069839 -0.015402 -0.120293 -0.107416 -0.297107 -0.27481 -0.178598 -0.114716 -0.188058 -0.154243 -0.222858 -0.281787 -0.129936 -0.241064 -0.251063 -0.306016 -0.188671 -0.11757 -0.139035 -0.250059 -0.283665 -0.358193 -0.187975 -0.391233 -0.291596 -0.289553 -0.185803 -0.166415 -0.24682 -0.31645 -0.105103 -0.393526 0.014784 0.00728 0.03376 -0.127154 -0.04586 0.091241 0.111913 -0.176032 -0.200625 -0.093367 -0.175946 0.020409 -0.022909 -0.159442 -0.149193 -0.184032 -0.102583 0.018239 -0.093616 -0.096699 -0.016864 -0.037524 -0.007348 -0.055099 -0.333689 -0.08376 -0.040573 -0.06202 0.180833 -0.207686 -0.100454 -0.03753 -0.159889 -0.127145 -0.008923 0.001504 -0.219868 -0.177173 -0.165224 -0.177216 -0.263296 -0.054812 -0.174692 -0.250106 -0.246347 -0.282625 -0.279498 -0.300671 -0.147027 -0.22155 -0.221663 -0.191963 0.021633 -0.054529 -0.26985 -0.109325 -0.181813 -0.092302 -0.1723 -0.39577 -0.18745 -0.115324 -0.145536 -0.206073 -0.06158 -0.055914 -0.329346 -0.221045 -0.284882 -0.235765 -0.24504 -0.158314 -0.211194 -0.389724 -0.284367 -0.380644 -0.230934 -0.304205 0.011173 -0.157269 -0.144903 -0.203542 -0.088703 -0.187708 -0.380037 -0.069302 -0.238721 -0.115729 -0.291047 -0.336954
